target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
SymEpi1_47118trans,0.007508604,0.073057852,-1.679881583,0.62836831,2.484492176,0.918521832,0.41508641,-0.284144985,0.374607056,0.374607056
SymEpi3_44852trans,0.007476543,0.073057852,-2.434937869,0.910312367,1.152291682,1.943437086,0.219963934,0.071071858,1.437373277,1.437373277
SymEpi2_61067trans,0.0074818,0.073057852,-1.680294393,0.628240894,2.056313054,0.998043332,0.209876216,0.013377922,0.579497025,0.579497025
ApoEpi1_31946trans,0.007579012,0.073321532,0.817224241,0.30604547,3.862452381,0.320028401,0.028951031,0.12179695,0.158376628,0.158376628
ApoEpi4_40612trans,0.007635779,0.073450987,0.918564351,0.344319896,3.443923715,0.296837334,0.046593614,0.01846312,0.190518767,0.190518767
ApoEpi4_47009trans,0.007911236,0.07567075,-2.115831539,0.796672875,1.577785886,2.230615802,0.3208328,0.789304603,0.948542538,0.948542538
SymGas1_61148trans,0.008022664,0.076305454,3.090663334,1.165797765,1.940978765,5.059058977,0.490536994,2.227631863,0.655634767,2.227631863
SymEpi1_44403trans,0.008389995,0.079353418,1.49320733,0.566476004,3.035097776,1.187153859,0.346355939,0.295434187,0.241344559,0.295434187
ApoGas3_29081trans,0.008769673,0.082483644,2.054455394,0.783872551,1.581086442,1.67750879,0.283516955,0.266647645,0.945395398,0.945395398
SymEpi4_30724trans,0.00896527,0.083857468,2.036554165,0.779281062,1.622314166,2.226064775,0.110183067,1.104374881,0.906859854,1.104374881
ApoEpi2_7370trans,0.009209996,0.085673203,-1.805046907,0.693139993,2.030910096,1.242820175,0.365243098,-0.001351007,0.595643002,0.595643002
SymGas4_74240trans,0.009358695,0.08658071,1.358517436,0.52277505,4.128658504,0.995809183,0.018651683,0.527935823,0.143076843,0.527935823
